atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_memberships	gcf_selected_category	gcf_selected_threshold	gcf_selected_id	gcf_selected_status	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
11	atlas_now	dataset_family_atlas	7010	mix	FAM_00093;FAM_01369	FAM_00093;FAM_01369	5	3		0	3	present	mix	ectoine	3		46	10	tier_2	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region032		other	FAM_00093;FAM_00967;FAM_01369;FAM_02081	mix@c0.3=FAM_00093;mix@c0.3=FAM_01369;other@c0.3=FAM_00967;other@c0.3=FAM_02081	mix	0.3	FAM_00093;FAM_01369	assigned	present	3	0	3	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000853.3 | ectoine; clustercompare 0.8591039143188987: ectoine	ectoine		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region032 represents BiG-SCAPE CC 7010 (FAM_00093;FAM_01369) with 5 clustered records across 3 dataset genomes. Annotation hints include BGC0000853.3 | ectoine; clustercompare 0.8591039143188987: ectoine, but product identity is not assigned.
12	atlas_now	dataset_family_atlas	5804	mix	FAM_00085;FAM_00086;FAM_01361;FAM_01362	FAM_00085;FAM_00086;FAM_01361;FAM_01362	5	3		0	3	present	mix	NRPS-like;NRPS-like.T1PKS.terpene;terpene	3		63	10	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066262.1.region004	BGC34	NRPS;PKS;terpene	FAM_00086;FAM_01239;FAM_01362;FAM_02556	mix@c0.3=FAM_00086;mix@c0.3=FAM_01362;nrps.pks.terpene@c0.3=FAM_01239;nrps.pks.terpene@c0.3=FAM_02556	mix	0.3	FAM_00086;FAM_01362	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001839.3 | squalestatin S1; clustercompare 0.9772648059188251: microperfuranone; FBGC00210 99.5: 2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde	squalestatin S1	2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 NC_066262.1.region004 represents BiG-SCAPE CC 5804 (FAM_00085;FAM_00086;FAM_01361;FAM_01362) with 5 clustered records across 3 dataset genomes. Annotation hints include BGC0001839.3 | squalestatin S1; clustercompare 0.9772648059188251: microperfuranone; FBGC00210 99.5: 2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde, but product identity is not assigned.
13	atlas_now	dataset_family_atlas	2419	mix	FAM_00050;FAM_01326	FAM_00050;FAM_01326	5	2		0	2	present	mix	T1PKS	2		5	12	tier_1	Aspergillus_niger	UNLABELED	NT_166526.1.region009	BGC100	PKS	FAM_00050;FAM_00871;FAM_01326;FAM_02132	mix@c0.3=FAM_00050;mix@c0.3=FAM_01326;pks@c0.3=FAM_00871;pks@c0.3=FAM_02132	mix	0.3	FAM_00050;FAM_01326	assigned	present	2	0	2	antiSMASH+FunBGCeX	knowncluster_high	BGC0000156.5 | TAN-1612/1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione/desmethyl TAN-1612; clustercompare 0.8514259733992051: TAN-1612, 1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione, desmethyl TAN-1612; FBGC00244 99.4: TAN-1612	TAN-1612/1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione/desmethyl TAN-1612	TAN-1612	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Aspergillus_niger NT_166526.1.region009 represents BiG-SCAPE CC 2419 (FAM_00050;FAM_01326) with 5 clustered records across 2 dataset genomes. Annotation hints include BGC0000156.5 | TAN-1612/1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione/desmethyl TAN-1612; clustercompare 0.8514259733992051: TAN-1612, 1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione, desmethyl TAN-1612; FBGC00244 99.4: TAN-1612, but product identity is not assigned.
14	atlas_now	dataset_family_atlas	6276	mix	FAM_00088;FAM_01364	FAM_00088;FAM_01364	5	2		0	2	present	mix	T1PKS.butyrolactone;T1PKS.butyrolactone.hydrogen-cyanide;butyrolactone	2		88	9	tier_2	Streptomyces_coelicolor_A3_2	UNLABELED	Streptomyces_coelicolor_A3_2_NC_003888.3.region021		PKS	FAM_00088;FAM_01243;FAM_01364;FAM_01920	mix@c0.3=FAM_00088;mix@c0.3=FAM_01364;pks.other@c0.3=FAM_01243;pks.other@c0.3=FAM_01920	mix	0.3	FAM_00088;FAM_01364	assigned	present	2	0	2	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000038.5 | coelimycin P1; clustercompare 1.0: coelimycin P1	coelimycin P1		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_coelicolor_A3_2 Streptomyces_coelicolor_A3_2_NC_003888.3.region021 represents BiG-SCAPE CC 6276 (FAM_00088;FAM_01364) with 5 clustered records across 2 dataset genomes. Annotation hints include BGC0000038.5 | coelimycin P1; clustercompare 1.0: coelimycin P1, but product identity is not assigned.
15	atlas_now	dataset_family_atlas	2301	mix	FAM_00047;FAM_01323	FAM_00047;FAM_01323	5	1		0	1	present	mix	NRP-metallophore.NRPS;NRP-metallophore.NRPS.terpene-precursor	1		166	8	tier_2	Bacillus_subtilis_168	UNLABELED	Bacillus_subtilis_168_NC_000964.3.region010		NRPS;terpene	FAM_00047;FAM_01271;FAM_01323;FAM_02546	mix@c0.3=FAM_00047;mix@c0.3=FAM_01323;nrps.terpene@c0.3=FAM_01271;nrps.terpene@c0.3=FAM_02546	mix	0.3	FAM_00047;FAM_01323	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000309.5 | bacillibactin; clustercompare 0.983868146806197: bacillibactin	bacillibactin		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Bacillus_subtilis_168 Bacillus_subtilis_168_NC_000964.3.region010 represents BiG-SCAPE CC 2301 (FAM_00047;FAM_01323) with 5 clustered records across 1 dataset genomes. Annotation hints include BGC0000309.5 | bacillibactin; clustercompare 0.983868146806197: bacillibactin, but product identity is not assigned.
16	atlas_now	dataset_family_atlas	5732	mix	FAM_00084;FAM_01360	FAM_00084;FAM_01360	5	1		0	1	present	mix	lassopeptide	1		176	8	tier_2	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region030		RiPP	FAM_00084;FAM_01017;FAM_01360;FAM_02501	mix@c0.3=FAM_00084;mix@c0.3=FAM_01360;ripp@c0.3=FAM_01017;ripp@c0.3=FAM_02501	mix	0.3	FAM_00084;FAM_01360	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0001550.3 | citrulassin D; clustercompare 1.0: citrulassin F	citrulassin D		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region030 represents BiG-SCAPE CC 5732 (FAM_00084;FAM_01360) with 5 clustered records across 1 dataset genomes. Annotation hints include BGC0001550.3 | citrulassin D; clustercompare 1.0: citrulassin F, but product identity is not assigned.
17	atlas_now	dataset_family_atlas	924	mix	FAM_00018;FAM_01294	FAM_00018;FAM_01294	4	2		0	2	present	mix	T3PKS	2		83	9	tier_2	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region034		PKS	FAM_00018;FAM_00864;FAM_01294;FAM_02125	mix@c0.3=FAM_00018;mix@c0.3=FAM_01294;pks@c0.3=FAM_00864;pks@c0.3=FAM_02125	mix	0.3	FAM_00018;FAM_01294	assigned	present	2	0	2	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0002127.3 | flaviolin/1,3,6,8-tetrahydroxynaphthalene; clustercompare 0.86255902438185: flaviolin, 1,3,6,8-tetrahydroxynaphthalene	flaviolin/1,3,6,8-tetrahydroxynaphthalene		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region034 represents BiG-SCAPE CC 924 (FAM_00018;FAM_01294) with 4 clustered records across 2 dataset genomes. Annotation hints include BGC0002127.3 | flaviolin/1,3,6,8-tetrahydroxynaphthalene; clustercompare 0.86255902438185: flaviolin, 1,3,6,8-tetrahydroxynaphthalene, but product identity is not assigned.
18	atlas_now	dataset_family_atlas	10863	mix	FAM_00108;FAM_00109;FAM_01384;FAM_01385	FAM_00108;FAM_00109;FAM_01384;FAM_01385	4	2		0	2	present	mix	NRP-metallophore.NRPS;NRP-metallophore.NRPS.T3PKS.terpene;terpene	2		187	8	tier_2	Streptomyces_coelicolor_A3_2	UNLABELED	Streptomyces_coelicolor_A3_2_NC_003888.3.region029		NRPS;PKS;terpene	FAM_00108;FAM_01241;FAM_01384;FAM_02558	mix@c0.3=FAM_00108;mix@c0.3=FAM_01384;nrps.pks.terpene@c0.3=FAM_01241;nrps.pks.terpene@c0.3=FAM_02558	mix	0.3	FAM_00108;FAM_01384	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000324.5 | coelibactin; clustercompare 0.9787169102922159: coelibactin	coelibactin		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_coelicolor_A3_2 Streptomyces_coelicolor_A3_2_NC_003888.3.region029 represents BiG-SCAPE CC 10863 (FAM_00108;FAM_00109;FAM_01384;FAM_01385) with 4 clustered records across 2 dataset genomes. Annotation hints include BGC0000324.5 | coelibactin; clustercompare 0.9787169102922159: coelibactin, but product identity is not assigned.
19	atlas_now	dataset_family_atlas	4681	mix	FAM_00068;FAM_01344	FAM_00068;FAM_01344	4	1		0	1	present	mix	T1PKS	1		172	8	tier_2	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region003		PKS	FAM_00068;FAM_00874;FAM_01344;FAM_02135	mix@c0.3=FAM_00068;mix@c0.3=FAM_01344;pks@c0.3=FAM_00874;pks@c0.3=FAM_02135	mix	0.3	FAM_00068;FAM_01344	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000059.5 | filipin; clustercompare 1.0: filipin	filipin		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region003 represents BiG-SCAPE CC 4681 (FAM_00068;FAM_01344) with 4 clustered records across 1 dataset genomes. Annotation hints include BGC0000059.5 | filipin; clustercompare 1.0: filipin, but product identity is not assigned.
20	atlas_now	dataset_family_atlas	2017	mix	FAM_00040;FAM_01316	FAM_00040;FAM_01316	4	1		0	1	present	mix	NRPS.T1PKS	1		189	8	tier_2	Streptomyces_griseus_NBRC_13350	UNLABELED	Streptomyces_griseus_NBRC_13350_NC_010572.1.region009		NRPS;PKS	FAM_00040;FAM_01198;FAM_01316;FAM_02459	mix@c0.3=FAM_00040;mix@c0.3=FAM_01316;nrps.pks@c0.3=FAM_01198;nrps.pks@c0.3=FAM_02459	mix	0.3	FAM_00040;FAM_01316	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0001043.4 | SGR PTMs/SGR PTM Compound b/SGR PTM Compound c/SGR PTM Compound d; clustercompare 1.0: SGR PTMs, SGR PTM Compound b, SGR PTM Compound c, SGR PTM Compound d	SGR PTMs/SGR PTM Compound b/SGR PTM Compound c/SGR PTM Compound d		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_griseus_NBRC_13350 Streptomyces_griseus_NBRC_13350_NC_010572.1.region009 represents BiG-SCAPE CC 2017 (FAM_00040;FAM_01316) with 4 clustered records across 1 dataset genomes. Annotation hints include BGC0001043.4 | SGR PTMs/SGR PTM Compound b/SGR PTM Compound c/SGR PTM Compound d; clustercompare 1.0: SGR PTMs, SGR PTM Compound b, SGR PTM Compound c, SGR PTM Compound d, but product identity is not assigned.
21	atlas_context	dataset_family_atlas	7032	mix	FAM_00094;FAM_01370	FAM_00094;FAM_01370	4	1		0	1	present	mix	lanthipeptide-class-iii	1		191	8	tier_2	Streptomyces_griseus_NBRC_13350	UNLABELED	Streptomyces_griseus_NBRC_13350_NC_010572.1.region019		RiPP	FAM_00094;FAM_01019;FAM_01370;FAM_02503	mix@c0.3=FAM_00094;mix@c0.3=FAM_01370;ripp@c0.3=FAM_01019;ripp@c0.3=FAM_02503	mix	0.3	FAM_00094;FAM_01370	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000496.5 | AmfS; clustercompare 1.0: AmfS	AmfS		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_griseus_NBRC_13350 Streptomyces_griseus_NBRC_13350_NC_010572.1.region019 represents BiG-SCAPE CC 7032 (FAM_00094;FAM_01370) with 4 clustered records across 1 dataset genomes. Annotation hints include BGC0000496.5 | AmfS; clustercompare 1.0: AmfS, but product identity is not assigned.
22	atlas_context	dataset_family_atlas	79	mix	FAM_00001;FAM_01277	FAM_00001;FAM_01277	3	3		0	3	present	mix	NI-siderophore	3		198	7	tier_3	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region018		other	FAM_00001;FAM_00958;FAM_01277;FAM_02072	mix@c0.3=FAM_00001;mix@c0.3=FAM_01277;other@c0.3=FAM_00958;other@c0.3=FAM_02072	mix	0.3	FAM_00001;FAM_01277	assigned	present	3	0	3	antiSMASH (complete applicable detector set)	annotation_text_only	BGC0000236.5 | kinamycin; clustercompare 0.5047650334778855: woodybactin A, woodybactin B, woodybactin C, woodybactin D	kinamycin		manual GCF-context review before follow-up	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region018 represents BiG-SCAPE CC 79 (FAM_00001;FAM_01277) with 3 clustered records across 3 dataset genomes. Annotation hints include BGC0000236.5 | kinamycin; clustercompare 0.5047650334778855: woodybactin A, woodybactin B, woodybactin C, woodybactin D, but product identity is not assigned.
23	atlas_context	dataset_family_atlas	5085	mix	FAM_00074;FAM_01350	FAM_00074;FAM_01350	3	3		0	3	present	mix	terpene-precursor	3		302	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007198.1.region003	BGC32	terpene	FAM_00074;FAM_00648;FAM_01350;FAM_02229	mix@c0.3=FAM_00074;mix@c0.3=FAM_01350;terpene@c0.3=FAM_00648;terpene@c0.3=FAM_02229	mix	0.3	FAM_00074;FAM_01350	assigned	present	3	0	3	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.33823657388174955: raimonol; FBGC00069 3.9: viridicatumtoxin		viridicatumtoxin	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Aspergillus_fumigatus_Af293 NC_007198.1.region003 represents BiG-SCAPE CC 5085 (FAM_00074;FAM_01350) with 3 clustered records across 3 dataset genomes. Annotation hints include clustercompare 0.33823657388174955: raimonol; FBGC00069 3.9: viridicatumtoxin, but product identity is not assigned.
24	atlas_context	dataset_family_atlas	4999	mix	FAM_00072;FAM_01348	FAM_00072;FAM_01348	3	3		0	3	present	mix	betalactone	3		481	5	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007194.1.region005		other	FAM_00072;FAM_00965;FAM_01348;FAM_02079	mix@c0.3=FAM_00072;mix@c0.3=FAM_01348;other@c0.3=FAM_00965;other@c0.3=FAM_02079	mix	0.3	FAM_00072;FAM_01348	assigned	present	3	0	3	antiSMASH-only	annotation_text_only	clustercompare 0.3094974923184847: belactosin A, belactosin C			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007194.1.region005 represents BiG-SCAPE CC 4999 (FAM_00072;FAM_01348) with 3 clustered records across 3 dataset genomes. Annotation hints include clustercompare 0.3094974923184847: belactosin A, belactosin C, but product identity is not assigned.
25	atlas_context	dataset_family_atlas	4307	mix	FAM_00066;FAM_01342	FAM_00066;FAM_01342	3	2		0	2	present	mix	terpene	2		79	9	tier_2	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region010		terpene	FAM_00066;FAM_00646;FAM_01342;FAM_02227	mix@c0.3=FAM_00066;mix@c0.3=FAM_01342;terpene@c0.3=FAM_00646;terpene@c0.3=FAM_02227	mix	0.3	FAM_00066;FAM_01342	assigned	present	2	0	2	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000663.5 | hopene; clustercompare 0.8113949483618496: hopene	hopene		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region010 represents BiG-SCAPE CC 4307 (FAM_00066;FAM_01342) with 3 clustered records across 2 dataset genomes. Annotation hints include BGC0000663.5 | hopene; clustercompare 0.8113949483618496: hopene, but product identity is not assigned.
26	atlas_context	dataset_family_atlas	3722	mix	FAM_00060;FAM_01336	FAM_00060;FAM_01336	3	2		0	2	present	mix	terpene	2		82	9	tier_2	Streptomyces_avermitilis_MA-4680	UNLABELED	Streptomyces_avermitilis_MA-4680_NC_003155.5.region021		terpene	FAM_00060;FAM_00644;FAM_01336;FAM_02225	mix@c0.3=FAM_00060;mix@c0.3=FAM_01336;terpene@c0.3=FAM_00644;terpene@c0.3=FAM_02225	mix	0.3	FAM_00060;FAM_01336	assigned	present	2	0	2	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0000660.5 | albaflavenone; clustercompare 0.8539575044766637: albaflavenone	albaflavenone		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7	Streptomyces_avermitilis_MA-4680 Streptomyces_avermitilis_MA-4680_NC_003155.5.region021 represents BiG-SCAPE CC 3722 (FAM_00060;FAM_01336) with 3 clustered records across 2 dataset genomes. Annotation hints include BGC0000660.5 | albaflavenone; clustercompare 0.8539575044766637: albaflavenone, but product identity is not assigned.
27	atlas_context	dataset_family_atlas	289	mix	FAM_00004;FAM_01280	FAM_00004;FAM_01280	3	1		0	1	present	mix	NRPS.T1PKS;NRPS.T1PKS.indole.terpene;T1PKS.terpene	1		13	11	tier_1	Aspergillus_fumigatus_Af293	UNLABELED	NC_007201.1.region001	BGC53	NRPS;PKS;terpene;indole	FAM_00004;FAM_01242;FAM_01280;FAM_02562	mix@c0.3=FAM_00004;mix@c0.3=FAM_01280;nrps.pks.other.terpene@c0.3=FAM_01242;nrps.pks.other.terpene@c0.3=FAM_02562	mix	0.3	FAM_00004;FAM_01280	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001067.5 | Fumagillin; clustercompare 0.9826051567826208: Fumagillin; FBGC00287 94.9: fumagillin/pseurotin	Fumagillin	fumagillin/pseurotin	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Aspergillus_fumigatus_Af293 NC_007201.1.region001 represents BiG-SCAPE CC 289 (FAM_00004;FAM_01280) with 3 clustered records across 1 dataset genomes. Annotation hints include BGC0001067.5 | Fumagillin; clustercompare 0.9826051567826208: Fumagillin; FBGC00287 94.9: fumagillin/pseurotin, but product identity is not assigned.
28	atlas_context	dataset_family_atlas	7829	mix	FAM_00097;FAM_01373	FAM_00097;FAM_01373	3	1		0	1	present	mix	NRPS-like.T1PKS	1		44	11	tier_1	Aspergillus_niger	UNLABELED	NT_166529.1.region002	BGC14	NRPS;PKS	FAM_00097;FAM_01203;FAM_01373;FAM_02464	mix@c0.3=FAM_00097;mix@c0.3=FAM_01373;nrps.pks@c0.3=FAM_01203;nrps.pks@c0.3=FAM_02464	mix	0.3	FAM_00097;FAM_01373	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002275.2 | pyrophen/campyrone B; clustercompare 1.0: pyrophen, campyrone B; FBGC00324 100.0: pyrophen	pyrophen/campyrone B	pyrophen	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Aspergillus_niger NT_166529.1.region002 represents BiG-SCAPE CC 7829 (FAM_00097;FAM_01373) with 3 clustered records across 1 dataset genomes. Annotation hints include BGC0002275.2 | pyrophen/campyrone B; clustercompare 1.0: pyrophen, campyrone B; FBGC00324 100.0: pyrophen, but product identity is not assigned.
29	atlas_context	dataset_family_atlas	1272	mix	FAM_00025;FAM_01301	FAM_00025;FAM_01301	3	1		0	1	present	mix	NRPS;unknown	1		52	10	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066258.1.region001	BGC7	NRPS	FAM_00025;FAM_01057;FAM_01301;FAM_01930	mix@c0.3=FAM_00025;mix@c0.3=FAM_01301;nrps@c0.3=FAM_01057;nrps@c0.3=FAM_01930	mix	0.3	FAM_00025;FAM_01301	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001515.4 | aspercryptins; clustercompare 0.8774459153655192: aspercryptins; FBGC00345 99.8: aspercryptin	aspercryptins	aspercryptin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 NC_066258.1.region001 represents BiG-SCAPE CC 1272 (FAM_00025;FAM_01301) with 3 clustered records across 1 dataset genomes. Annotation hints include BGC0001515.4 | aspercryptins; clustercompare 0.8774459153655192: aspercryptins; FBGC00345 99.8: aspercryptin, but product identity is not assigned.
30	atlas_context	dataset_family_atlas	5256	mix	FAM_00077;FAM_01353	FAM_00077;FAM_01353	3	1		0	1	present	mix	T1PKS.indole;T1PKS.indole.terpene	1		62	10	tier_2	Aspergillus_fumigatus_Af293	UNLABELED	NC_007200.1.region001	BGC50	PKS;terpene;indole	FAM_00077;FAM_01266;FAM_01353;FAM_02563	mix@c0.3=FAM_00077;mix@c0.3=FAM_01353;pks.other.terpene@c0.3=FAM_01266;pks.other.terpene@c0.3=FAM_02563	mix	0.3	FAM_00077;FAM_01353	assigned	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002646.3 | hancockinone A; clustercompare 0.7574540435293874: hancockinone A; FBGC00662 82.9: fumionoceroid C	hancockinone A	fumionoceroid C	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_fumigatus_Af293 NC_007200.1.region001 represents BiG-SCAPE CC 5256 (FAM_00077;FAM_01353) with 3 clustered records across 1 dataset genomes. Annotation hints include BGC0002646.3 | hancockinone A; clustercompare 0.7574540435293874: hancockinone A; FBGC00662 82.9: fumionoceroid C, but product identity is not assigned.
31	atlas_context	dataset_family_atlas	1832	mix	FAM_00037;FAM_01313	FAM_00037;FAM_01313	3	1		0	1	present	mix	other	1		125	9	tier_2	Bacillus_subtilis_168	UNLABELED	Bacillus_subtilis_168_NC_000964.3.region013		other	FAM_00037;FAM_00963;FAM_01313;FAM_02077	mix@c0.3=FAM_00037;mix@c0.3=FAM_01313;other@c0.3=FAM_00963;other@c0.3=FAM_02077	mix	0.3	FAM_00037;FAM_01313	assigned	present	1	0	1	antiSMASH (complete applicable detector set)	knowncluster_high	BGC0001184.4 | bacilysin; clustercompare 0.8381453393836398: bacilysin	bacilysin		review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH (complete applicable detector set); gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7	Bacillus_subtilis_168 Bacillus_subtilis_168_NC_000964.3.region013 represents BiG-SCAPE CC 1832 (FAM_00037;FAM_01313) with 3 clustered records across 1 dataset genomes. Annotation hints include BGC0001184.4 | bacilysin; clustercompare 0.8381453393836398: bacilysin, but product identity is not assigned.
