genome,taxon_group,detector_relation,scaffold,overlap_bp,antismash_bgc_id,antismash_start,antismash_end,antismash_bgc_class,antismash_knowncluster_similarity_score,antismash_knowncluster_accession,antismash_knowncluster_product,antismash_clustercompare_similarity_score,antismash_clustercompare_compounds,antismash_clustercompare_organism,funbgcex_bgc_id,funbgcex_start,funbgcex_end,funbgcex_core_enzymes,funbgcex_similar_bgc,funbgcex_similarity_score,funbgcex_putative_product,same_putative_product_exact,same_putative_product_keyword
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region005,1940198,2017957,NRPS,100,BGC0001095.5,fengycin,0.9037171653596303,plipastatin,Bacillus subtilis subsp. subtilis,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region006,2092168,2114066,terpene,,,,0.36236739531014744,beauvericin,Beauveria bassiana,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region007,2259521,2279691,RiPP,100,BGC0000558.5,sublancin 168,0.9410360288810286,sublancin 168,Bacillus subtilis subsp. subtilis str. 168,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region008,2296956,2338053,PKS,16,BGC0001847.2,1-carbapen-2-em-3-carboxylic acid,0.5096243722841914,"alkylpyrone-407, alkylpyrone-393",Myxococcus xanthus DK 1622,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region009,2515789,2536679,terpene,,,,0.48677275041587814,sodorifen,Serratia plymuthica,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region010,3246008,3312296,NRPS;terpene,100,BGC0000309.5,bacillibactin,0.983868146806197,bacillibactin,Bacillus subtilis subsp. subtilis str. 168,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region011,3593821,3614567,NRPS,100,BGC0002103.2,pulcherriminic acid,1.0,pulcherriminic acid,Bacillus subtilis subsp. subtilis str. 168,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region012,3826058,3847669,RiPP,100,BGC0000602.5,subtilosin A,0.8966204425845118,subtilosin A,Bacillus subtilis subsp. spizizenii ATCC 6633,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region013,3850668,3892086,other,100,BGC0001184.4,bacilysin,0.8381453393836398,bacilysin,Bacillus velezensis FZB42,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region014,4088150,4108419,RiPP,,,,0.4936853368884955,bacilysin,Bacillus sp. CS93,,,,,,,,no,no
Bacillus_subtilis_168,bacteria,antismash_only,Bacillus_subtilis_168_NC_000964,0,Bacillus_subtilis_168_NC_000964.3.region015,4115742,4137440,RiPP,10,BGC0001114.5,thailanstatin A,0.4030253198091589,klebsidin,Klebsiella pneumoniae,,,,,,,,no,no
Bacteroides_thetaiotaomicron_DSM_2079,bacteria,antismash_only,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530,0,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530.1.region001,3065276,3085623,RiPP,,,,0.3702201228033951,thioguanine,Erwinia amylovora CFBP1430,,,,,,,,no,no
Bacteroides_thetaiotaomicron_DSM_2079,bacteria,antismash_only,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530,0,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530.1.region002,3621344,3641673,RiPP,,,,0.5038506796744397,capsular polysaccharide,Avibacterium paragallinarum,,,,,,,,no,no
Bacteroides_thetaiotaomicron_DSM_2079,bacteria,antismash_only,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530,0,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530.1.region003,5688438,5702751,other,13,BGC0001411.3,polysaccharide B,0.45540824810970426,fosfomycin,Streptomyces fradiae,,,,,,,,no,no
Bacteroides_thetaiotaomicron_DSM_2079,bacteria,antismash_only,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530,0,Bacteroides_thetaiotaomicron_DSM_2079_NZ_CP040530.1.region004,6141123,6162097,terpene,,,,0.4615853045938936,astallatene,Arabidopsis thaliana,,,,,,,,no,no
Chlamydia_trachomatis_D_UW-3_CX,bacteria,antismash_only,Chlamydia_trachomatis_D_UW-3_CX_NC_000117,0,Chlamydia_trachomatis_D_UW-3_CX_NC_000117.1.region001,705486,726361,terpene,,,,0.46253273043204407,astallatene,Arabidopsis thaliana,,,,,,,,no,no
Chlorobaculum_tepidum_TLS,bacteria,antismash_only,Chlorobaculum_tepidum_TLS_NC_002932,0,Chlorobaculum_tepidum_TLS_NC_002932.3.region001,254669,275667,terpene,,,,0.4928955218590679,preaspterpenacid I,Aspergillus terreus NIH2624,,,,,,,,no,no
Chlorobaculum_tepidum_TLS,bacteria,antismash_only,Chlorobaculum_tepidum_TLS_NC_002932,0,Chlorobaculum_tepidum_TLS_NC_002932.3.region002,1268904,1279839,other,,,,0.35052809949776886,toyoncin,Bacillus toyonensis,,,,,,,,no,no
Chlorobaculum_tepidum_TLS,bacteria,antismash_only,Chlorobaculum_tepidum_TLS_NC_002932,0,Chlorobaculum_tepidum_TLS_NC_002932.3.region003,1290012,1310944,terpene,,,,0.5722201147508217,carotenoid,Rhodobacter sphaeroides,,,,,,,,no,no
Chloroflexus_aurantiacus_J-10-fl,bacteria,antismash_only,Chloroflexus_aurantiacus_J-10-fl_NC_010175,0,Chloroflexus_aurantiacus_J-10-fl_NC_010175.1.region001,1145198,1166169,terpene,,,,0.3191379323250332,"(-)-Cyatha-3,12-diene",Dentipellis sp. KUC8613,,,,,,,,no,no
Chloroflexus_aurantiacus_J-10-fl,bacteria,antismash_only,Chloroflexus_aurantiacus_J-10-fl_NC_010175,0,Chloroflexus_aurantiacus_J-10-fl_NC_010175.1.region002,2493134,2514309,terpene,,,,0.35618857289005873,isorenieratene,Streptomyces griseus subsp. griseus NBRC 13350,,,,,,,,no,no
Chloroflexus_aurantiacus_J-10-fl,bacteria,antismash_only,Chloroflexus_aurantiacus_J-10-fl_NC_010175,0,Chloroflexus_aurantiacus_J-10-fl_NC_010175.1.region003,2536749,2557780,terpene,,,,0.5359075871198578,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Chloroflexus_aurantiacus_J-10-fl,bacteria,antismash_only,Chloroflexus_aurantiacus_J-10-fl_NC_010175,0,Chloroflexus_aurantiacus_J-10-fl_NC_010175.1.region004,3580004,3601011,terpene,,,,0.5809586277982165,carotenoid,Rhodobacter sphaeroides,,,,,,,,no,no
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash_only,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663,0,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663.1.region001,802843,824075,terpene,,,,0.4849552798078471,ectoine,Sporosarcina pasteurii,,,,,,,,no,no
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash_only,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663,0,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663.1.region002,862046,882972,terpene,,,,0.7689982991199362,carotenoid,Rhodobacter sphaeroides,,,,,,,,no,no
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash_only,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663,0,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663.1.region003,1390080,1411069,terpene,,,,0.41504895195320674,cyclooctatin,Streptomyces melanosporofaciens,,,,,,,,no,no
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash_only,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663,0,Deinococcus_radiodurans_ATCC_13939_NZ_CP038663.1.region004,2081072,2122154,PKS,,,,0.45911393505310066,"hierridin B, hierridin C",Cyanobium sp. LEGE 06113,,,,,,,,no,no
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash_only,Deinococcus_radiodurans_ATCC_13939_NZ_CP038664,0,Deinococcus_radiodurans_ATCC_13939_NZ_CP038664.1.region001,331284,372405,PKS,4,BGC0000187.5,asukamycin,0.558060710381603,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,,,,,,,,no,no
Deinococcus_radiodurans_ATCC_13939,bacteria,antismash_only,Deinococcus_radiodurans_ATCC_13939_NZ_CP038665,0,Deinococcus_radiodurans_ATCC_13939_NZ_CP038665.1.region001,78486,98737,RiPP,,,,0.3709289878972448,SWA-2138,Streptomyces sp. e14,,,,,,,,no,no
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash_only,Escherichia_coli_K-12_substr._MG1655_NC_000913,0,Escherichia_coli_K-12_substr._MG1655_NC_000913.3.region001,430202,451101,terpene,,,,0.4989956943446109,sodorifen,Serratia plymuthica 4Rx13,,,,,,,,no,no
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash_only,Escherichia_coli_K-12_substr._MG1655_NC_000913,0,Escherichia_coli_K-12_substr._MG1655_NC_000913.3.region002,594157,649297,NRPS,100,BGC0002476.2,enterobactin,0.9654893846056297,enterobactin,Escherichia coli str. K-12 substr. MG1655,,,,,,,,no,no
Escherichia_coli_K-12_substr._MG1655,bacteria,antismash_only,Escherichia_coli_K-12_substr._MG1655_NC_000913,0,Escherichia_coli_K-12_substr._MG1655_NC_000913.3.region003,940340,966632,RiPP,14,BGC0000781.3,O-antigen,0.3619660710832873,"pseudopyronine A, pseudopyronine B",Pseudomonas putida,,,,,,,,no,no
Fusobacterium_nucleatum_ATCC_25586,bacteria,antismash_only,Fusobacterium_nucleatum_ATCC_25586_NZ_CP028101,0,Fusobacterium_nucleatum_ATCC_25586_NZ_CP028101.1.region001,1512066,1554564,NRPS,,,,0.472304571054963,aborycin,Streptomyces sp. ZS0098,,,,,,,,no,no
Fusobacterium_nucleatum_ATCC_25586,bacteria,antismash_only,Fusobacterium_nucleatum_ATCC_25586_NZ_CP028101,0,Fusobacterium_nucleatum_ATCC_25586_NZ_CP028101.1.region002,1979535,2000428,terpene,8,BGC0001595.3,fischerindole,0.4608669510590505,astallatene,Arabidopsis thaliana,,,,,,,,no,no
Gemmatimonas_aurantiaca_T-27,bacteria,antismash_only,Gemmatimonas_aurantiaca_T-27_NC_012489,0,Gemmatimonas_aurantiaca_T-27_NC_012489.1.region001,523953,545011,terpene,,,,0.27036535527592,"berninamycin K, berninamycin J, berninamycin A, berninamycin B",Streptomyces sp.,,,,,,,,no,no
Gemmatimonas_aurantiaca_T-27,bacteria,antismash_only,Gemmatimonas_aurantiaca_T-27_NC_012489,0,Gemmatimonas_aurantiaca_T-27_NC_012489.1.region002,2176479,2197402,terpene,,,,0.4659920695523669,astallatene,Arabidopsis thaliana,,,,,,,,no,no
Gemmatimonas_aurantiaca_T-27,bacteria,antismash_only,Gemmatimonas_aurantiaca_T-27_NC_012489,0,Gemmatimonas_aurantiaca_T-27_NC_012489.1.region003,2810644,2831606,terpene,,,,0.7022954790357867,carotenoid,Rhodobacter sphaeroides,,,,,,,,no,no
Gemmatimonas_aurantiaca_T-27,bacteria,antismash_only,Gemmatimonas_aurantiaca_T-27_NC_012489,0,Gemmatimonas_aurantiaca_T-27_NC_012489.1.region004,3790051,3838650,NRPS,26,BGC0002689.2,"2,3-dihydroxybenzoylserine",0.7375029914746406,"pyreudione A, pyreudione B, pyreudione C, pyreudione D, pyreudione E",Pseudomonas fluorescens,,,,,,,,no,no
Gemmatimonas_aurantiaca_T-27,bacteria,antismash_only,Gemmatimonas_aurantiaca_T-27_NC_012489,0,Gemmatimonas_aurantiaca_T-27_NC_012489.1.region005,4575042,4598467,RiPP,,,,0.5386911379226046,pseudomycoicidin,Bacillus pseudomycoides DSM 12442,,,,,,,,no,no
Helicobacter_pylori_CHC155,bacteria,antismash_only,Helicobacter_pylori_CHC155_NZ_AP026446,0,Helicobacter_pylori_CHC155_NZ_AP026446.1.region001,1083982,1104893,terpene,,,,0.4658788944498016,astallatene,Arabidopsis thaliana,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region001,560597,612108,PKS,8,BGC0000615.4,TP-1161,0.6125445663207467,alternariol,Parastagonospora nodorum SN15,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region002,1147184,1169277,terpene,,,,0.4241992505542368,lipopolysaccharide,Aeromonas piscicola,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region003,2139526,2190109,PKS,,,,0.5743030023127875,choline,Aspergillus nidulans FGSC A4,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region004,2471617,2493734,terpene,,,,0.47275632867439044,"fumihopaside A, compound 3, 21-β-H-hopane-3beta, 22-diol",Aspergillus fumigatus A1163,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region005,2885411,2907486,terpene,,,,0.39350617137297444,carotenoid,Myxococcus xanthus,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region006,3175210,3196166,terpene,,,,0.4885160049484059,sodorifen,Serratia plymuthica,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region007,3761553,3783457,terpene,,,,0.3352027600921652,carotenoid,Myxococcus xanthus,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region008,4212650,4223669,RiPP,,,,0.21137934425347513,theonellamide,Candidatus Entotheonella serta,,,,,,,,no,no
Planctopirus_limnophila_DSM_3776,bacteria,antismash_only,Planctopirus_limnophila_DSM_3776_NC_014148,0,Planctopirus_limnophila_DSM_3776_NC_014148.1.region009,4278124,4324951,PKS,11,BGC0002697.3,clipibicyclene/azabicyclene B/azabicyclene C/azabicyclene D,0.4790722154071715,molybdenum cofactor,Rhodobacter capsulatus,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region001,76073,97080,terpene,100,BGC0000683.3,avermitilol,1.0,avermitilol,Streptomyces avermitilis MA-4680 = NBRC 14893,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region002,290466,312854,RiPP,75,BGC0001539.4,cattlecin,0.7239275641125598,cattlecin,Streptomyces cattleya NRRL 8057 = DSM 46488,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region003,478846,587017,PKS,100,BGC0000059.5,filipin,1.0,filipin,Streptomyces avermitilis MA-4680 = NBRC 14893,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region004,734376,778719,NRPS,66,BGC0001574.5,SF2768,0.6522845766872328,SF2768,Streptomyces thioluteus,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region005,958292,1027462,NRPS;PKS,11,BGC0001202.4,landepoxcin A/landepoxcin B,0.7520740592293976,dimethylcoprogen,Alternaria alternata,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region006,1117874,1222573,PKS,10,BGC0000093.5,meilingmycin/Meilingmycin A/Meilingmycin B/Meilingmycin E/Meilingmycin D/Meilingmycin C,0.7310365184753607,asperlactone,Aspergillus ochraceus,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region007,1277518,1302828,terpene,100,BGC0000633.3,carotenoid,1.0,carotenoid,Streptomyces avermitilis,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region008,1407491,1430225,terpene,100,BGC0000908.3,melanin,1.0,melanin,Streptomyces avermitilis,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region009,1875828,1930317,PKS,10,BGC0002638.3,misaugamycin A/misaugamycin B,0.7353111842169544,asperlactone,Aspergillus ochraceus,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region010,2010191,2036846,terpene,92,BGC0000663.5,hopene,0.8113949483618496,hopene,Streptomyces coelicolor A3(2),,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region011,2108851,2121838,other,28,BGC0002285.2,aborycin,0.6349887828490122,hydrogen cyanide,Pseudomonas fluorescens,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region012,2427883,2458994,other,13,BGC0001732.5,paulomycin,0.49264592204169044,"speibonoxamine, desoxy-desferrioxamine D1, desferrioxamine D1, desferrioxamine B, didesoxy-desferrioxamine D1, desoxy-desferrioxamine B, didesoxy-desferrioxamine B",Kribbella speibonae,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region013,2625583,2647760,terpene,100,BGC0001181.4,geosmin,0.8459890373055742,geosmin,Streptomyces coelicolor A3(2),,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region014,2660814,2683259,RiPP,10,BGC0002288.2,ashimide A/ashimide B,0.36394712274717866,aborycin,Streptomyces sp. ZS0098,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region015,2692352,2703797,RiPP,14,BGC0002788.2,14-hydroxyisochainin,0.24172048858196976,14-hydroxyisochainin,Streptomyces peucetius subsp. caesius ATCC 27952,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region016,2753878,2812733,PKS,11,BGC0002805.2,Azodyrecin A/Azodyrecin B/Azodyrecin C,0.7588545307552051,"SCB1, SCB2, SCB3",Streptomyces coelicolor A3(2),,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region017,2859868,2936516,PKS,20,BGC0001522.5,auroramycin,0.7574017197504511,6-methylsalicyclic acid,Aspergillus terreus,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region018,2995049,3025109,other,13,BGC0000236.5,kinamycin,0.5047650334778855,"woodybactin A, woodybactin B, woodybactin C, woodybactin D",Shewanella woodyi ATCC 51908,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region019,3449232,3646419,PKS,100,BGC0000117.5,oligomycin,1.0,oligomycin,Streptomyces avermitilis,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region020,3743107,3771926,terpene,100,BGC0000678.5,pentalenolactone,1.0,pentalenolactone,Streptomyces avermitilis MA-4680 = NBRC 14893,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region021,3780128,3801051,terpene,100,BGC0000660.5,albaflavenone,0.8539575044766637,albaflavenone,Streptomyces coelicolor A3(2),,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region022,3910306,3957624,NRPS,16,BGC0000366.5,gobichelin A/gobichelin B,0.7305743530494697,dimethylcoprogen,Alternaria alternata,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region023,3960213,4012310,NRPS,7,BGC0002377.2,WS9326B/WS9326A/WS9326G/WS9326F,0.7330867000093984,AM-toxin,Alternaria alternata,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region024,4335459,4376544,PKS,42,BGC0001483.4,5-isoprenylindole-3-carboxylate β-D-glycosyl ester,0.6112264159153937,5-isoprenylindole-3-carboxylate β-D-glycosyl ester,Streptomyces sp. RM-5-8,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region025,4480084,4558878,NRPS;PKS,30,BGC0002109.3,kitacinnamycin A/kitacinnamycin B/kitacinnamycin C/kitacinnamycin D/kitacinnamycin E/kitacinnamycin F,0.7713006784465196,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region026,4831755,4852768,terpene,,,,0.3201827612983311,aflavarin,Aspergillus flavus NRRL3357,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region027,6369181,6398953,other,100,BGC0000940.5,desferrioxamin B/desferrioxamine E,0.83357235948651,desferrioxamin B,Streptomyces griseus subsp. griseus NBRC 13350,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region028,6494929,6505495,other,80,BGC0000909.3,melanin,0.9211937085665697,melanin,Streptomyces avermitilis,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region029,6787152,6800612,other,88,BGC0002568.2,Ethylenediaminesuccinic acid hydroxyarginine,1.0,ethylenediaminesuccinic acid hydroxyarginine (EDHA),Streptomyces avermitilis MA-4680 = NBRC 14893,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region030,6869386,6891957,RiPP,100,BGC0001550.3,citrulassin D,1.0,citrulassin F,Streptomyces avermitilis MA-4680 = NBRC 14893,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region031,6900820,6922991,RiPP,33,BGC0000597.4,SWA-2138,0.47135320648913637,SCO-2138,Streptomyces coelicolor A3(2),,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region032,7666129,7676533,other,100,BGC0000853.3,ectoine,0.8591039143188987,ectoine,Streptomyces anulatus,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region033,7918326,7952201,NRPS,100,BGC0002174.2,ε-Poly-L-lysine,0.7711821327727042,ε-Poly-L-lysine,Epichloe festucae,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region034,8471426,8512484,PKS,100,BGC0002127.3,"flaviolin/1,3,6,8-tetrahydroxynaphthalene",0.86255902438185,"flaviolin, 1,3,6,8-tetrahydroxynaphthalene",Streptomyces coelicolor A3(2),,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region035,8533602,8578155,PKS,,,,0.6524917350449277,1-heptadecene,Cyanothece sp. PCC 7822,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region036,8718144,8749816,other,25,BGC0002466.3,peucechelin,0.6860771806153284,"N-acyl lysine, N-acyl ornithine",Pseudomonas aeruginosa LESB58,,,,,,,,no,no
Streptomyces_avermitilis_MA-4680,bacteria,antismash_only,Streptomyces_avermitilis_MA-4680_NC_003155,0,Streptomyces_avermitilis_MA-4680_NC_003155.5.region037,8758095,8809766,PKS,11,BGC0002497.3,hexacosalactone A,0.6291881783926047,asperlactone,Aspergillus ochraceus,,,,,,,,no,no
