genome,scaffold,overlap_bp,antismash_bgc_id,antismash_start,antismash_end,antismash_bgc_class,antismash_knowncluster_similarity_score,antismash_knowncluster_accession,antismash_knowncluster_product,antismash_clustercompare_similarity_score,antismash_clustercompare_compounds,antismash_clustercompare_organism,funbgcex_bgc_id,funbgcex_start,funbgcex_end,funbgcex_core_enzymes,funbgcex_similar_bgc,funbgcex_similarity_score,funbgcex_putative_product,same_putative_product_exact,same_putative_product_keyword
Podospora_anserina_S_mat,NW_001914837,13953,NW_001914837.1.region005,597203,630073,terpene,,,,0.523867460988032,copalyl diphosphate,Diaporthe amygdali,BGC32,612203,626155,TC (PbcA),,,,no,no
Podospora_anserina_S_mat,NW_001914837,11586,NW_001914837.1.region006,658186,726761,NRPS,,,,0.6570399445217731,AM-toxin,Alternaria alternata,BGC33,688186,699771,NRPS,,,,no,no
Podospora_anserina_S_mat,NW_001914837,18135,NW_001914837.1.region007,900816,968827,PKS,,,,0.7541955324853125,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC34,930816,948950,HR-PKS,FBGC00123,13.2,1233A,no,no
Podospora_anserina_S_mat,NW_001914840,918,NW_001914840.1.region001,9703,40620,terpene,,,,0.418469098799474,penifulvin A,Penicillium griseofulvum,BGC35,24703,25620,TC (Class1),,,,no,no
Podospora_anserina_S_mat,NW_001914840,10119,NW_001914840.1.region002,286919,350217,NRPS,,,,0.5653471436882036,"zealexin B3, zealexin C2",Zea mays,BGC36,316919,327037,NRPS-like,FBGC00688,2.7,sesquiterpenoid-phthalide derivative,no,no
Podospora_anserina_S_mat,NW_001914841,43381,NW_001914841.1.region001,55002,101946,NRPS;PKS,33,BGC0001954.2,wortmanamide A/wortmanamide B,0.7761711607580227,fusarin C,Fusarium fujikuroi,BGC44,37690,98382,PKS-NRPS,FBGC00258,9.1,betaenone B,no,no
Podospora_anserina_S_mat,NW_001914843,0,,,,,,,,,,,BGC38,757145,760989,PPPS,,,,no,no
Podospora_anserina_S_mat,NW_001914843,8002,NW_001914843.1.region001,22338,90339,PKS,,,,0.7534938761852032,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC37,52338,60339,HR-PKS,,,,no,no
Podospora_anserina_S_mat,NW_001914844,11853,NW_001914844.1.region001,176225,248077,NRPS;PKS,,,,0.7494105316159982,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC39,206225,218077,"HR-PKS, NRPS",FBGC00304,52.2,ACR-toxin,no,no
Podospora_anserina_S_mat,NW_001914846,31600,NW_001914846.1.region001,144839,217135,NRPS;PKS,40,BGC0001741.3,phyllostictine A/phyllostictine B,0.769703546131553,FR901512,fungal sp. No.14919,BGC40,155536,187135,PKS-NRPS,FBGC00264,45.7,trihazone F,no,no
Podospora_anserina_S_mat,NW_001914846,9508,NW_001914846.1.region002,359833,425016,PKS,,,,0.6649322251799583,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC41,389833,399340,HR-PKS,,,,no,no
Podospora_anserina_S_mat,NW_001914847,0,NW_001914847.1.region001,158107,189737,terpene,40,BGC0001839.3,squalestatin S1,0.6281233112118653,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Podospora_anserina_S_mat,NW_001914848,0,,,,,,,,,,,BGC53,458439,466348,ICS,,,,no,no
Podospora_anserina_S_mat,NW_001914849,0,,,,,,,,,,,BGC43,482705,486989,PT (UbiA),,,,no,no
Podospora_anserina_S_mat,NW_001914849,37718,NW_001914849.1.region001,253616,324783,NRPS;PKS,,,,0.6598618066391096,alternariol,Parastagonospora nodorum SN15,BGC42,279156,316873,"NR-PKS, NRPS-like",FBGC00212,15.8,cichorine,no,no
Podospora_anserina_S_mat,NW_001914850,0,,,,,,,,,,,BGC26,2291734,2292216,TC (Class1),,,,no,no
Podospora_anserina_S_mat,NW_001914850,0,,,,,,,,,,,BGC27,2318020,2336620,NRPS,FBGC00372,49.2,triacetylfusarinine C/hydroxyferricrocin,no,no
Podospora_anserina_S_mat,NW_001914850,24931,NW_001914850.1.region001,97735,165722,PKS,40,BGC0002515.2,solanapyrone A,0.7539622445780492,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC22,125659,150589,HR-PKS,FBGC00553,55.9,amphichopyrone B,no,no
Podospora_anserina_S_mat,NW_001914850,1459,NW_001914850.1.region002,534641,596099,PKS,,,,0.5197105976109969,β-Diketones,Hordeum vulgare subsp. vulgare,BGC23,564641,566099,T3PKS,FBGC00506,64.5,"alkyl pyrones, resorcylic acids, and resorcinols",no,no
Podospora_anserina_S_mat,NW_001914850,5661,NW_001914850.1.region003,2097811,2161012,NRPS,,,,0.42256658750852644,"betaenone A, betaenone B, betaenone C",Phoma betae,BGC24,2127811,2133471,NRPS-like,,,,no,no
Podospora_anserina_S_mat,NW_001914850,51291,NW_001914850.1.region004,2204130,2366620,NRPS;terpene,,,,0.7123174932919017,HC-toxin,Alternaria jesenskae,BGC25,2234130,2285420,NRPS,FBGC00347,24.3,fusahexin,no,no
Podospora_anserina_S_mat,NW_001914852,0,,,,,,,,,,,BGC49,54754,55758,TC (UbiA),FBGC00769,11.9,oxybergamotene D,no,no
Podospora_anserina_S_mat,NW_001914852,23039,NW_001914852.1.region001,1,70758,PKS;terpene,,,,0.766031272864081,cichorine,Aspergillus nidulans FGSC A4,BGC48,12345,35383,NR-PKS,FBGC00689,5.1,chromanol derivatives,no,no
Podospora_anserina_S_mat,NW_001914853,0,NW_001914853.1.region001,334996,366901,terpene,,,,0.46801639616416807,zeaxanthin,Xanthobacter autotrophicus Py2,,,,,,,,no,no
Podospora_anserina_S_mat,NW_001914855,7913,NW_001914855.1.region001,956219,1024131,PKS,,,,0.6218908267713411,FR901512,fungal sp. No.14919,BGC4,986219,994131,HR-PKS,,,,no,no
Podospora_anserina_S_mat,NW_001914856,0,,,,,,,,,,,BGC16,1234824,1236029,PT (UbiA),,,,no,no
Podospora_anserina_S_mat,NW_001914856,19727,NW_001914856.1.region001,7362,75527,PKS,,,,0.7571762689612168,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC15,31195,50921,HR-PKS,FBGC00209,7.5,oxosorbicillinol,no,no
Podospora_anserina_S_mat,NW_001914856,1956,NW_001914856.1.region002,2092408,2154363,other,,,,0.42133049699659725,rhabduscin,Xenorhabdus nematophila ATCC 19061,BGC17,2122408,2124363,ICS,FPROT00044,8.0,chlamonitriles E/F,no,no
Podospora_anserina_S_mat,NW_001914857,0,,,,,,,,,,,BGC51,2538818,2540341,TC (AstC),,,,no,no
Podospora_anserina_S_mat,NW_001914857,11654,NW_001914857.1.region001,2076105,2107106,terpene,,,,0.5082514758599156,HEx-tc1 terpene,Trichoderma virens Gv29-8,BGC50,2085761,2097414,TC (UbiA),,,,no,no
Podospora_anserina_S_mat,NW_001914857,26894,NW_001914857.1.region002,2679736,2750480,PKS,,,,0.7541955324853125,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC52,2703275,2730168,"HR-PKS, T3PKS",FPROT00023,62.6,soppiline C,no,no
Podospora_anserina_S_mat,NW_001914858,0,,,,,,,,,,,BGC6,239001,242403,PPPS,FBGC00800,21.0,(-)-vinigrol or its analogue,no,no
Podospora_anserina_S_mat,NW_001914858,0,,,,,,,,,,,BGC9,2660217,2662607,TC (SHC/OSC),FPROT00020,4.7,arthripenoids,no,no
Podospora_anserina_S_mat,NW_001914858,26714,NW_001914858.1.region001,176724,257403,PKS;terpene,40,BGC0002161.2,scytalone/T3HN,0.841151798452289,"1,3,5,8-tetrahydroxynapthalene, 1-(alpha-l-(2-O-methyl)-6-deoxymannopyranosyloxy)-3,6,8-trimethoxynaphthalene",Pyricularia oryzae 70-15,BGC5,195017,221730,NR-PKS,FBGC00237,24.1,scytalone,no,yes
Podospora_anserina_S_mat,NW_001914858,20315,NW_001914858.1.region002,2446282,2512690,PKS,,,,0.6780479633299059,"1,3,6,8-tetrahydroxynaphthalene",Glarea lozoyensis,BGC7,2462376,2482690,NR-PKS,FPROT00017,45.3,lecanoric acid,no,no
Podospora_anserina_S_mat,NW_001914858,43058,NW_001914858.1.region003,2610920,2677902,PKS;terpene,57,BGC0000011.3,Sterigmatocystin/Aflatoxin B1/Aflatoxin B2,0.7945814667237181,clavaric acid,Hypholoma sublateritium,BGC8,2596099,2653977,NR-PKS,FBGC00062,57.2,sterigmatocystin,no,yes
Podospora_anserina_S_mat,NW_001914858,27277,NW_001914858.1.region004,2750304,2818125,NRPS,,,,0.6247169511019699,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,BGC10,2772542,2799818,NRPS,FBGC00749,53.3,terramides,no,no
Podospora_anserina_S_mat,NW_001914858,5163,NW_001914858.1.region005,3214801,3246360,terpene,,,,0.2560570776548846,"calidoustene A, calidoustene B, calidoustene C",Aspergillus calidoustus,BGC11,3226198,3231360,TC (AstC),,,,no,no
Podospora_anserina_S_mat,NW_001914858,3966,NW_001914858.1.region006,3683348,3714463,terpene,,,,0.2405929716104854,viridicatumtoxin,Penicillium aethiopicum,BGC12,3698348,3702313,PPPS,FBGC00069,3.8,viridicatumtoxin,no,no
Podospora_anserina_S_mat,NW_001914859,0,,,,,,,,,,,BGC1,1809774,1814849,NRPS-like,,,,no,no
Podospora_anserina_S_mat,NW_001914859,0,,,,,,,,,,,BGC3,2383573,2384625,TC (SHC/OSC),,,,no,no
Podospora_anserina_S_mat,NW_001914859,43769,NW_001914859.1.region001,1812362,1884649,NRPS;PKS,15,BGC0002261.2,lucilactaene,0.7662383486772842,fusarin C,Fusarium fujikuroi,BGC2,1818934,1862702,PKS-NRPS,FBGC00122,11.6,lucilactaene,yes,yes
Podospora_anserina_S_mat,NW_003613579,0,,,,,,,,,,,BGC46,622720,628038,NRPS,,,,no,no
Podospora_anserina_S_mat,NW_003613579,5737,NW_003613579.1.region001,486296,549368,NRPS,,,,0.3458273937554709,Orsellinic acid,Moniliophthora roreri MCA 2997,BGC45,513632,519368,NRPS-like,,,,no,no
Podospora_anserina_S_mat,NW_003613579,35294,NW_003613579.1.region002,592720,724714,NRPS;PKS,40,BGC0002515.2,solanapyrone A,0.754428229567489,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC47,677739,713032,HR-PKS,FBGC00553,75.7,amphichopyrone B,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526549,0,NW_003526549.1.region001,2144862,2176620,terpene,,,,0.2700078125349061,carotenoid,Myxococcus xanthus,,,,,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526549,0,NW_003526549.1.region002,2745893,2778205,terpene,,,,0.5338745668723504,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526552,3134,NW_003526552.1.region001,1394087,1427220,terpene,,,,0.7825526830956696,clavaric acid,Hypholoma sublateritium,BGC9,1409087,1412220,TC (SHC/OSC),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526562,0,,,,,,,,,,,BGC8,1502325,1503027,PT (UbiA),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526563,5526,NW_003526563.1.region001,206457,271982,NRPS,,,,0.6261697117651992,dimethylcoprogen,Alternaria alternata,BGC7,236457,241982,NRPS,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526568,0,,,,,,,,,,,BGC6,1032995,1037380,NRPS-like,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526568,0,NW_003526568.1.region001,358764,391737,terpene,,,,,,,,,,,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526573,0,,,,,,,,,,,BGC5,845349,846396,PT (UbiA),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526582,0,NW_003526582.1.region001,641080,673604,terpene,,,,0.5146546194338125,carotenoid,Rhodobacter sphaeroides,,,,,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526586,0,NW_003526586.1.region001,752717,784614,terpene,,,,0.5587359000628065,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526587,3728,NW_003526587.1.region001,127423,161150,terpene,100,BGC0001248.3,clavaric acid,0.7928176253513699,clavaric acid,Hypholoma sublateritium,BGC4,142423,146150,TC (SHC/OSC),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526594,0,,,,,,,,,,,BGC3,431438,433806,PT (UbiA),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526598,0,NW_003526598.1.region001,97357,130262,terpene,,,,,,,,,,,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526630,0,,,,,,,,,,,BGC2,129558,130956,PT (UbiA),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526664,0,,,,,,,,,,,BGC1,28588,29499,PT (UbiA),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526696,0,NW_003526696.1.region001,1,26448,terpene,,,,0.5587359000628065,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526751,0,,,,,,,,,,,BGC11,12736,13983,PT (UbiA),,,,no,no
Puccinia_graminis_CRL_75-36-700-3,NW_003526755,3651,NW_003526755.1.region001,1,21049,terpene,,,,0.781258271900011,clavaric acid,Hypholoma sublateritium,BGC10,3591,7241,TC (SHC/OSC),,,,no,no
Pyricularia_oryzae_70-15,NC_017844,0,,,,,,,,,,,BGC3,4157390,4158481,TC (SHC/OSC),,,,no,no
Pyricularia_oryzae_70-15,NC_017844,0,,,,,,,,,,,BGC9,6771886,6782342,HR-PKS,,,,no,no
Pyricularia_oryzae_70-15,NC_017844,33192,NC_017844.1.region001,27735,60926,terpene,,,,0.48842889836618963,phyllocladan-16α-ol,Diaporthe amygdali,BGC1,11835,69499,TC (PbcA),FBGC00782,6.8,lienhwalide D,no,no
Pyricularia_oryzae_70-15,NC_017844,24153,NC_017844.1.region002,1469425,1545742,NRPS,,,,0.7370531697576496,AM-toxin,Alternaria alternata,BGC2,1491590,1515742,NRPS,FBGC00177,11.5,acremopeptaibols,no,no
Pyricularia_oryzae_70-15,NC_017844,0,NC_017844.1.region003,3867121,3898763,terpene,,,,0.5529979353939432,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Pyricularia_oryzae_70-15,NC_017844,4505,NC_017844.1.region004,4577936,4610369,terpene,100,BGC0001248.3,clavaric acid,0.7956362710288991,clavaric acid,Hypholoma sublateritium,BGC4,4592936,4597440,TC (SHC/OSC),FPROT00020,4.8,arthripenoids,no,no
Pyricularia_oryzae_70-15,NC_017844,2118,NC_017844.1.region005,4669780,4701897,terpene,,,,0.24630766189378922,bengamide,Myxococcus virescens,BGC5,4684780,4686897,TC (Class1),,,,no,no
Pyricularia_oryzae_70-15,NC_017844,3379,NC_017844.1.region006,5371860,5435238,NRPS,,,,0.5724678027607999,choline,Aspergillus nidulans FGSC A4,BGC6,5401860,5405238,NRPS-like,,,,no,no
Pyricularia_oryzae_70-15,NC_017844,9669,NC_017844.1.region007,5718736,5785754,PKS,,,,0.6600625697849026,6-methylsalicyclic acid,Aspergillus terreus,BGC7,5748736,5758404,HR-PKS,,,,no,no
Pyricularia_oryzae_70-15,NC_017844,15584,NC_017844.1.region008,6702693,6809938,PKS,,,,0.7591867645543642,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC8,6732693,6748276,"HR-PKS, HR-PKS",FBGC00780,22.6,polyol lipids,no,no
Pyricularia_oryzae_70-15,NC_017844,9005,NC_017844.1.region009,7029757,7061453,terpene,,,,0.46327133009705723,"domoic acid, isodomoic acid A, isodomoic acid B, prekainic acid, 7'-carboxyN-geranyl-L-glutamic acid, isodomoic acid C",Chondria armata,BGC10,7037449,7046453,TC (Class1),FBGC00651,39.6,tricinonoic acid,no,no
Pyricularia_oryzae_70-15,NC_017844,15231,NC_017844.1.region010,7662165,7693279,terpene,,,,0.24393650893843666,dehydrocurvularin,Aspergillus terreus,BGC11,7674114,7689344,PPPS,FBGC00069,3.8,viridicatumtoxin,no,no
Pyricularia_oryzae_70-15,NC_017849,0,,,,,,,,,,,BGC26,864658,869527,chimeric TS,,,,no,no
Pyricularia_oryzae_70-15,NC_017849,0,,,,,,,,,,,BGC27,2058346,2062833,PT (UbiA),,,,no,no
Pyricularia_oryzae_70-15,NC_017849,1032,NC_017849.1.region001,514709,545740,terpene,,,,0.22088454410620215,pyripyropene A,Aspergillus fumigatus Af293,BGC24,529709,530740,TC (Pyr4),,,,no,no
Pyricularia_oryzae_70-15,NC_017849,20920,NC_017849.1.region002,821073,882111,terpene,,,,0.6076271874956223,"betaestacin I, betaestacin II",Phoma betae,BGC25,815376,841992,chimeric TS,,,,no,no
Pyricularia_oryzae_70-15,NC_017849,32244,NC_017849.1.region003,3628627,3696412,PKS,100,BGC0001749.3,epipyriculol,1.0,epipyriculol,Pyricularia oryzae 70-15,BGC28,3634169,3666412,HR-PKS,FBGC00194,100.0,pyriculol,no,no
Pyricularia_oryzae_70-15,NC_017849,19674,NC_017849.1.region004,5562661,5627563,NRPS,13,BGC0001123.5,aspirochlorine,0.62575764703842,bovienimide A,Xenorhabdus bovienii SS-2004,BGC29,5587360,5607033,NRPS,FBGC00398,15.6,acetylaranotin,no,no
Pyricularia_oryzae_70-15,NC_017849,36176,NC_017849.1.region005,5776966,5843141,NRPS,100,BGC0002158.2,tenuazonic acid,1.0,tenuazonic acid,Pyricularia oryzae 70-15,BGC30,5772274,5813141,NRPS-PKS,FBGC00253,99.8,tenuazonic acid,yes,yes
Pyricularia_oryzae_70-15,NC_017849,25821,NC_017849.1.region006,6012642,6087224,NRPS,,,,0.7381259853217212,AM-toxin,Alternaria alternata,BGC31,6035067,6060887,NRPS,,,,no,no
Pyricularia_oryzae_70-15,NC_017849,12579,NC_017849.1.region007,6273818,6337056,NRPS,,,,0.4974153328599906,citrinin,Monascus aurantiacus,BGC32,6294478,6307056,NRPS-like,,,,no,no
Pyricularia_oryzae_70-15,NC_017850,0,,,,,,,,,,,BGC15,2974328,2976171,TC (SHC/OSC),,,,no,no
Pyricularia_oryzae_70-15,NC_017850,0,,,,,,,,,,,BGC21,7698998,7721092,HR-PKS,FBGC00621,23.1,FR901512,no,no
Pyricularia_oryzae_70-15,NC_017850,7864,NC_017850.1.region001,64653,95568,terpene,,,,0.4101202660658185,5-dimethylallylindole-3-acetonitrile,Streptomyces coelicolor A3(2),BGC12,78326,86189,TC (Pyr4),,,,no,no
Pyricularia_oryzae_70-15,NC_017850,1558,NC_017850.1.region002,1088022,1149579,PKS,,,,0.4548261630573326,mid-chain acyl sugars,Solanum lycopersicum,BGC13,1118022,1119579,T3PKS,FBGC00507,69.4,"alkyl pyrones, resorcylic acids, and resorcinols",no,no
Pyricularia_oryzae_70-15,NC_017850,15286,NC_017850.1.region003,2287043,2353338,NRPS,25,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7619632901695411,dimethylcoprogen,Alternaria alternata,BGC14,2314968,2330253,NRPS,FBGC00375,11.6,triacetylfusarinine C,no,no
Pyricularia_oryzae_70-15,NC_017850,7419,NC_017850.1.region004,4250306,4281590,terpene,,,,,,,BGC16,4262300,4269718,TC (Class1),,,,no,no
Pyricularia_oryzae_70-15,NC_017850,5836,NC_017850.1.region005,4496747,4528724,terpene,,,,0.569132440378188,"sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8",Aspergillus fischeri NRRL 181,BGC17,4507889,4513724,chimeric TS,,,,no,no
Pyricularia_oryzae_70-15,NC_017850,1122,NC_017850.1.region006,5370908,5402029,terpene,,,,0.31479749214501856,HEx-tc1 terpene,Trichoderma virens Gv29-8,BGC18,5385908,5387029,TC (UbiA),,,,no,no
Pyricularia_oryzae_70-15,NC_017850,42193,NC_017850.1.region007,6803281,6870069,PKS,60,BGC0002161.2,scytalone/T3HN,1.0,"1,3,5,8-tetrahydroxynapthalene, 1-(alpha-l-(2-O-methyl)-6-deoxymannopyranosyloxy)-3,6,8-trimethoxynaphthalene",Pyricularia oryzae 70-15,BGC19,6810815,6853007,NR-PKS,FBGC00237,39.3,scytalone,no,yes
Pyricularia_oryzae_70-15,NC_017850,72490,NC_017850.1.region008,7556458,7739132,NRPS;PKS,100,BGC0002235.2,"12,13-dihydroxymagnaporthepyrone/10,11-dihydroxymagnaporthepyrone/Unknown amide 8",1.0,"12,13-dihydroxymagnaporthepyrone, 10,11-dihydroxymagnaporthepyrone, Unknown amide 8",Pyricularia oryzae 70-15,BGC20,7586458,7658947,"PKS-NRPS, PKS-NRPS",FBGC00263,99.4,ACE1 cytochalasan,no,no
Pyricularia_oryzae_70-15,NC_017850,33944,NC_017850.1.region009,7971865,8046482,PKS;indole,37,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.6584423717410575,(-)-Mellein,Parastagonospora nodorum,BGC22,7990272,8024215,"NR-PKS, HR-PKS, PT (DMATS)",FBGC00373,29.0,triacetylfusarinine C/hydroxyferricrocin,no,no
Pyricularia_oryzae_70-15,NC_017850,16729,NC_017850.1.region010,8134957,8202952,PKS,,,,0.7298764444670061,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC23,8164957,8181685,HR-PKS,FBGC00475,3.6,nodulisporic acid F,no,no
Pyricularia_oryzae_70-15,NC_017851,0,,,,,,,,,,,BGC40,4690175,4697858,HR-PKS,,,,no,no
Pyricularia_oryzae_70-15,NC_017851,1721,NC_017851.1.region001,91727,123447,terpene,,,,0.7767445397776107,koraiol,Fusarium fujikuroi IMI 58289,BGC33,106727,108447,TC (Class1),,,,no,no
Pyricularia_oryzae_70-15,NC_017851,9635,NC_017851.1.region002,543240,605255,other,11,BGC0001749.3,epipyriculol,0.342289964107827,sinapigladioside,Burkholderia gladioli,BGC34,573240,582874,ICS,,,,no,no
Pyricularia_oryzae_70-15,NC_017851,57336,NC_017851.1.region003,1873737,1959868,PKS;terpene,22,BGC0000098.3,monacolin K,0.6902642104047747,FR901512,fungal sp. No.14919,BGC35,1876645,1933980,"HR-PKS, chimeric TS",FBGC00621,13.8,FR901512,no,no
Pyricularia_oryzae_70-15,NC_017851,12371,NC_017851.1.region004,1976255,2044900,NRPS,,,,0.6245069630001497,HC-toxin,Alternaria jesenskae,BGC36,2002530,2014900,NRPS,,,,no,no
Pyricularia_oryzae_70-15,NC_017851,3843,NC_017851.1.region005,2346126,2409968,NRPS,100,BGC0002276.2,choline,0.7920581896606401,choline,Aspergillus nidulans FGSC A4,BGC37,2376126,2379968,NRPS-like,FBGC00338,67.0,choline,yes,yes
Pyricularia_oryzae_70-15,NC_017851,18257,NC_017851.1.region006,3334657,3365886,indole,,,,0.49484026915675927,"sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8",Aspergillus fischeri NRRL 181,BGC38,3328297,3352913,PT (DMATS),FBGC00646,16.6,15G256alpha,no,no
Pyricularia_oryzae_70-15,NC_017851,954,NC_017851.1.region007,4363594,4424547,PKS,,,,0.18234336542916724,dothistromin,Dothistroma septosporum,BGC39,4393594,4394547,T3PKS,FBGC00504,47.8,spirolaxine,no,no
Pyricularia_oryzae_70-15,NC_017851,22855,NC_017851.1.region008,4660175,4765490,PKS,100,BGC0000012.3,alternapyrone,0.7553532081767615,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC41,4727521,4750375,HR-PKS,FBGC00744,68.4,alternapyrones,no,no
Pyricularia_oryzae_70-15,NC_017851,15808,NC_017851.1.region009,4914390,4981538,PKS,,,,0.6400571663946316,cichorine,Aspergillus nidulans FGSC A4,BGC42,4935731,4951538,NR-PKS,FBGC00783,6.0,lienhwalide D,no,no
Pyricularia_oryzae_70-15,NC_017852,0,,,,,,,,,,,BGC44,630892,632145,PT (UbiA),,,,no,no
Pyricularia_oryzae_70-15,NC_017852,0,,,,,,,,,,,BGC52,4418626,4426166,NRPS-like,,,,no,no
Pyricularia_oryzae_70-15,NC_017852,6958,NC_017852.1.region001,246335,277714,indole,,,,0.342336833697832,mycophenolic acid,Penicillium roqueforti FM164,BGC43,255757,262714,PT (DMATS),FPROT00045,31.0,farnesylated threonine derivative,no,no
Pyricularia_oryzae_70-15,NC_017852,24914,NC_017852.1.region002,1513722,1583419,PKS,100,BGC0002155.3,nectriapyrone C/nectriapyrone D/nectriapyrone,0.9811275528138894,"nectriapyrone C, nectriapyrone D, nectriapyrone",Pyricularia oryzae 70-15,BGC45,1533569,1558482,HR-PKS,FBGC00336,98.6,nectriapyrone,no,yes
Pyricularia_oryzae_70-15,NC_017852,6159,NC_017852.1.region003,1593125,1625542,terpene,,,,0.48828514528602035,"fumihopaside A, compound 3, 21-β-H-hopane-3beta, 22-diol",Aspergillus fumigatus A1163,BGC46,1608125,1614283,TC (SHC/OSC),FBGC00662,7.6,fumionoceroid C,no,no
Pyricularia_oryzae_70-15,NC_017852,0,NC_017852.1.region004,1729896,1761134,terpene,,,,0.5610154098695008,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Pyricularia_oryzae_70-15,NC_017852,38556,NC_017852.1.region005,2890505,2957301,PKS,50,BGC0001541.3,cercosporin,0.6697316650579491,naphthopyrone,Aspergillus nidulans FGSC A4,BGC47,2916015,2954570,NR-PKS,FBGC00704,32.4,cercosporin,yes,yes
Pyricularia_oryzae_70-15,NC_017852,3321,NC_017852.1.region006,3015799,3079119,NRPS,,,,0.3788925651441355,LL-Z1272beta,Stachybotrys bisbyi,BGC48,3045799,3049119,NRPS-like,,,,no,no
Pyricularia_oryzae_70-15,NC_017852,32693,NC_017852.1.region007,3518461,3611153,PKS,,,,0.6639799854158109,6-methylsalicyclic acid,Aspergillus terreus,BGC49,3548461,3581153,"NR-PKS, HR-PKS",,,,no,no
Pyricularia_oryzae_70-15,NC_017852,7440,NC_017852.1.region008,3715202,3782641,PKS,,,,0.7158675336699019,(-)-Mellein,Parastagonospora nodorum,BGC50,3745202,3752641,HR-PKS,,,,no,no
Pyricularia_oryzae_70-15,NC_017852,42148,NC_017852.1.region009,4369113,4456166,NRPS;terpene,100,BGC0000307.4,AbT1,0.7630246041802633,enniatin,Fusarium equiseti,BGC51,4370286,4412433,"NRPS, TC (PbcA), PPPS",FBGC00379,45.7,enniatin,no,no
Pyricularia_oryzae_70-15,NC_017853,0,,,,,,,,,,,BGC58,2885441,2914934,TC (Class1),FBGC00678,6.2,multiforisin H,no,no
Pyricularia_oryzae_70-15,NC_017853,0,,,,,,,,,,,BGC60,2955941,2978891,PKS-NRPS,FBGC00190,4.6,imizoquins,no,no
Pyricularia_oryzae_70-15,NC_017853,2910,NC_017853.1.region001,469866,500838,terpene,,,,0.22988377920742856,paraherquonin,Penicillium brasilianum,BGC53,484866,487775,TC (Pyr4),,,,no,no
Pyricularia_oryzae_70-15,NC_017853,22588,NC_017853.1.region002,776304,854686,NRPS,,,,0.36062273461904054,AK-toxin I,Alternaria alternata,BGC54,802099,824686,NRPS,,,,no,no
Pyricularia_oryzae_70-15,NC_017853,8034,NC_017853.1.region003,1086078,1154111,PKS,,,,0.7282254768635449,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC55,1116078,1124111,HR-PKS,,,,no,no
Pyricularia_oryzae_70-15,NC_017853,16988,NC_017853.1.region004,1419688,1492691,NRPS;PKS,,,,0.761805899170593,FR901512,fungal sp. No.14919,BGC56,1445704,1462691,PKS-NRPS,,,,no,no
