atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
1112	atlas_context	dataset_family_atlas	19895	mix	FAM_01325	FAM_01325;FAM_01737	1	1		0	1	present	NRPS;mix	NRPS-like	1		1294	6	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763308.1.region003	BGC50	NRPS	FAM_01325;FAM_01737	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4081882595485521: asperterpenoid A			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Serpula_lacrymans_S7.9 NW_006763308.1.region003 represents BiG-SCAPE CC 19895 (FAM_01325) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4081882595485521: asperterpenoid A, but product identity is not assigned.
1113	atlas_context	dataset_family_atlas	15051	mix	FAM_01044	FAM_01044;FAM_01658	1	1		0	1	present	NRPS;mix	NRPS-like	1		1295	6	tier_3	Pleurotus_ostreatus_PC15	UNLABELED	KL198008.1.region001	BGC11	NRPS	FAM_01044;FAM_01658	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4196239844710882: citrinin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pleurotus_ostreatus_PC15 KL198008.1.region001 represents BiG-SCAPE CC 15051 (FAM_01044) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4196239844710882: citrinin, but product identity is not assigned.
1114	atlas_context	dataset_family_atlas	8031	mix	FAM_00660	FAM_00660;FAM_01967	1	1		0	1	present	mix;terpene	terpene	1		1296	6	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763304.1.region002	BGC43	terpene	FAM_00660;FAM_01967	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.35059441288881993: armillyl orsellinate, 8α-hydroxy-6-protoilludene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Serpula_lacrymans_S7.9 NW_006763304.1.region002 represents BiG-SCAPE CC 8031 (FAM_00660) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.35059441288881993: armillyl orsellinate, 8α-hydroxy-6-protoilludene, but product identity is not assigned.
1115	atlas_context	dataset_family_atlas	15361	mix	FAM_01066	FAM_01066;FAM_02105	1	1		0	1	present	mix;terpene	terpene-precursor	1		1297	6	tier_3	Mucor_lusitanicus_CBS_277.49	UNLABELED	AMYB01000007.1.region001	BGC9	terpene	FAM_01066;FAM_02105	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5556495328589621: pimara-8(14),15-diene; FBGC00800 19.1: (-)-vinigrol or its analogue		(-)-vinigrol or its analogue	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Mucor_lusitanicus_CBS_277.49 AMYB01000007.1.region001 represents BiG-SCAPE CC 15361 (FAM_01066) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5556495328589621: pimara-8(14),15-diene; FBGC00800 19.1: (-)-vinigrol or its analogue, but product identity is not assigned.
1116	atlas_context	dataset_family_atlas	18819	mix	FAM_01276	FAM_01276;FAM_02173	1	1		0	1	present	mix;terpene	terpene	1		1298	6	tier_3	Laccaria_bicolor_S238N-H82	UNLABELED	NW_001889904.1.region002	BGC13	terpene	FAM_01276;FAM_02173	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3918993391190607: microperfuranone			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Laccaria_bicolor_S238N-H82 NW_001889904.1.region002 represents BiG-SCAPE CC 18819 (FAM_01276) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3918993391190607: microperfuranone, but product identity is not assigned.
1117	atlas_context	dataset_family_atlas	7724	mix	FAM_00646	FAM_00646;FAM_01544	1	1		0	1	present	NRPS;mix	NRPS-like	1		1299	6	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763295.1.region001	BGC14	NRPS	FAM_00646;FAM_01544	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5959686001407223: choline			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Serpula_lacrymans_S7.9 NW_006763295.1.region001 represents BiG-SCAPE CC 7724 (FAM_00646) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5959686001407223: choline, but product identity is not assigned.
1118	atlas_context	dataset_family_atlas	4655	mix	FAM_00482	FAM_00482;FAM_01898	1	1		0	1	present	mix;terpene	terpene	1		1300	6	tier_3	Beauveria_bassiana_ARSEF_2860	UNLABELED	NW_007930843.1.region001	BGC13	terpene	FAM_00482;FAM_01898	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	Beauveria bassiana ARSEF 2860 unplaced genomic scaffold BBA_S00008, whole genome shotgun sequence			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Beauveria_bassiana_ARSEF_2860 NW_007930843.1.region001 represents BiG-SCAPE CC 4655 (FAM_00482) with 1 clustered records across 1 dataset genomes. Annotation hints include Beauveria bassiana ARSEF 2860 unplaced genomic scaffold BBA_S00008, whole genome shotgun sequence, but product identity is not assigned.
1119	atlas_context	dataset_family_atlas	2279	mix	FAM_00354	FAM_00354;FAM_01469	1	1		0	1	present	NRPS;mix	NRPS	1		1301	6	tier_3	Fusarium_graminearum_PH-1_NRRL_31084	UNLABELED	NC_026475.1.region003	BGC20	NRPS	FAM_00354;FAM_01469	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5401573545105139: ascofuranone			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Fusarium_graminearum_PH-1_NRRL_31084 NC_026475.1.region003 represents BiG-SCAPE CC 2279 (FAM_00354) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5401573545105139: ascofuranone, but product identity is not assigned.
1120	atlas_context	dataset_family_atlas	613	mix	FAM_00270	FAM_00270;FAM_01821	1	1		0	1	present	mix;terpene	terpene	1		1302	6	tier_3	Schizophyllum_commune_H4-8	UNLABELED	NW_026089541.1.region005	BGC12	terpene	FAM_00270;FAM_01821	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.31430501809819844: (-)-Cyatha-3,12-diene; FBGC00287 2.2: fumagillin/pseurotin		fumagillin/pseurotin	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Schizophyllum_commune_H4-8 NW_026089541.1.region005 represents BiG-SCAPE CC 613 (FAM_00270) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.31430501809819844: (-)-Cyatha-3,12-diene; FBGC00287 2.2: fumagillin/pseurotin, but product identity is not assigned.
1121	atlas_context	dataset_family_atlas	9886	mix	FAM_00757	FAM_00757;FAM_01580	1	1		0	1	present	NRPS;mix	NRPS-like	1		1303	6	tier_3	Colletotrichum_higginsianum_IMI_349063	UNLABELED	NC_030957.1.region011	BGC34	NRPS	FAM_00757;FAM_01580	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5065849278669471: conidiogenone			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Colletotrichum_higginsianum_IMI_349063 NC_030957.1.region011 represents BiG-SCAPE CC 9886 (FAM_00757) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5065849278669471: conidiogenone, but product identity is not assigned.
1122	atlas_context	dataset_family_atlas	4683	mix	FAM_00485	FAM_00485;FAM_02750	1	1		0	1	present	NRPS.other;mix	NRPS-like.other	1		1304	6	tier_3	Talaromyces_marneffei_ATCC_18224	UNLABELED	DS995899.1.region005	BGC53	NRPS	FAM_00485;FAM_02750	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5236734664490725: asperipin 2a			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Talaromyces_marneffei_ATCC_18224 DS995899.1.region005 represents BiG-SCAPE CC 4683 (FAM_00485) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5236734664490725: asperipin 2a, but product identity is not assigned.
1123	atlas_context	dataset_family_atlas	19855	mix	FAM_01321	FAM_01321;FAM_02798	1	1		0	1	present	mix;other.terpene	NI-siderophore.terpene	1		1305	6	tier_3	Aspergillus_flavus_NRRL3357	UNLABELED	CP059868.1.region003	BGC28	terpene	FAM_01321;FAM_02798	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3893299912465239: calidoustene A, calidoustene B, calidoustene C; FBGC00150 7.8: nanangenines		nanangenines	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_flavus_NRRL3357 CP059868.1.region003 represents BiG-SCAPE CC 19855 (FAM_01321) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3893299912465239: calidoustene A, calidoustene B, calidoustene C; FBGC00150 7.8: nanangenines, but product identity is not assigned.
1124	atlas_context	dataset_family_atlas	4725	mix	FAM_00487	FAM_00487;FAM_01504	1	1		0	1	present	NRPS;mix	NRPS-like	1		1306	6	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763295.1.region004	BGC17	NRPS	FAM_00487;FAM_01504	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.36176703694970813: LL-Z1272beta			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Serpula_lacrymans_S7.9 NW_006763295.1.region004 represents BiG-SCAPE CC 4725 (FAM_00487) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.36176703694970813: LL-Z1272beta, but product identity is not assigned.
1125	atlas_context	dataset_family_atlas	10014	mix	FAM_00764	FAM_00764;FAM_02001	1	1		0	1	present	mix;terpene	terpene	1		1307	6	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763302.1.region002	BGC39	terpene	FAM_00764;FAM_02001	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.30612110928488523: armillyl orsellinate, 8α-hydroxy-6-protoilludene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Serpula_lacrymans_S7.9 NW_006763302.1.region002 represents BiG-SCAPE CC 10014 (FAM_00764) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.30612110928488523: armillyl orsellinate, 8α-hydroxy-6-protoilludene, but product identity is not assigned.
1126	atlas_context	dataset_family_atlas	14278	mix	FAM_00998	FAM_00998;FAM_01642	1	1		0	1	present	NRPS;mix	NRPS-like	1		1308	6	tier_3	Claviceps_purpurea_20.1	UNLABELED	CAGA01000024.1.region001	BGC15	NRPS	FAM_00998;FAM_01642	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3747441059706646: Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Claviceps_purpurea_20.1 CAGA01000024.1.region001 represents BiG-SCAPE CC 14278 (FAM_00998) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3747441059706646: Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B, but product identity is not assigned.
1127	atlas_context	dataset_family_atlas	6502	mix	FAM_00571	FAM_00571;FAM_01524	1	1		0	1	present	NRPS;mix	NRPS-like	1		1309	6	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066262.1.region008	BGC38	NRPS	FAM_00571;FAM_01524	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.2765851311196853: Orsellinic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_nidulans_FGSC_A4 NC_066262.1.region008 represents BiG-SCAPE CC 6502 (FAM_00571) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.2765851311196853: Orsellinic acid, but product identity is not assigned.
1128	atlas_context	dataset_family_atlas	4514	mix	FAM_00474	FAM_00474;FAM_01502	1	1		0	1	present	NRPS;mix	NRPS-like	1		1310	6	tier_3	Sclerotinia_sclerotiorum_1980	UNLABELED	NW_001820834.1.region001	BGC39	NRPS	FAM_00474;FAM_01502	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.45953140087717986: BAB, BAA			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Sclerotinia_sclerotiorum_1980 NW_001820834.1.region001 represents BiG-SCAPE CC 4514 (FAM_00474) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.45953140087717986: BAB, BAA, but product identity is not assigned.
1129	atlas_context	dataset_family_atlas	1679	mix	FAM_00321	FAM_00321;FAM_01463	1	1		0	1	present	NRPS;mix	NRPS-like	1		1311	6	tier_3	Histoplasma_mississippiense_NAm1	UNLABELED	NW_001813981.1.region002	BGC11	NRPS	FAM_00321;FAM_01463	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.37640402564875647: LL-Z1272beta			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Histoplasma_mississippiense_NAm1 NW_001813981.1.region002 represents BiG-SCAPE CC 1679 (FAM_00321) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.37640402564875647: LL-Z1272beta, but product identity is not assigned.
1130	atlas_context	dataset_family_atlas	12254	mix	FAM_00890	FAM_00890;FAM_01619	1	1		0	1	present	NRPS;mix	NRPS-like	1		1312	6	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NC_017844.1.region006	BGC6	NRPS	FAM_00890;FAM_01619	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5724678027607999: choline			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pyricularia_oryzae_70-15 NC_017844.1.region006 represents BiG-SCAPE CC 12254 (FAM_00890) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5724678027607999: choline, but product identity is not assigned.
1131	atlas_context	dataset_family_atlas	14212	mix	FAM_00991	FAM_00991;FAM_01641	1	1		0	1	present	NRPS;mix	NRPS-like	1		1313	6	tier_3	Fusarium_oxysporum_Fo47	UNLABELED	NC_072841.1.region001	BGC7	NRPS	FAM_00991;FAM_01641	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.38928786712713476: chrysogine			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Fusarium_oxysporum_Fo47 NC_072841.1.region001 represents BiG-SCAPE CC 14212 (FAM_00991) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.38928786712713476: chrysogine, but product identity is not assigned.
1132	atlas_context	dataset_family_atlas	8274	mix	FAM_00674	FAM_00674;FAM_01555	1	1		0	1	present	NRPS;mix	NRPS-like	1		1314	6	tier_3	Paracoccidioides_brasiliensis_Pb18	UNLABELED	NW_011371366.1.region001	BGC18	NRPS	FAM_00674;FAM_01555	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.34605017449124575: Orsellinic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Paracoccidioides_brasiliensis_Pb18 NW_011371366.1.region001 represents BiG-SCAPE CC 8274 (FAM_00674) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.34605017449124575: Orsellinic acid, but product identity is not assigned.
1133	atlas_context	dataset_family_atlas	11848	mix	FAM_00868	FAM_00868;FAM_01611	1	1		0	1	present	NRPS;mix	NRPS-like	1		1315	6	tier_3	Blastomyces_gilchristii_SLH14081	UNLABELED	NW_003101659.1.region003	BGC19	NRPS	FAM_00868;FAM_01611	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5678410991361683: fusarin C			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Blastomyces_gilchristii_SLH14081 NW_003101659.1.region003 represents BiG-SCAPE CC 11848 (FAM_00868) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5678410991361683: fusarin C, but product identity is not assigned.
1134	atlas_context	dataset_family_atlas	10463	mix	FAM_00785	FAM_00785;FAM_01588	1	1		0	1	present	NRPS;mix	NRPS-like	1		1316	6	tier_3	Mucor_lusitanicus_CBS_277.49	UNLABELED	AMYB01000005.1.region002	BGC6	NRPS	FAM_00785;FAM_01588	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.35950825011045207: saframycin Mx1			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mucor_lusitanicus_CBS_277.49 AMYB01000005.1.region002 represents BiG-SCAPE CC 10463 (FAM_00785) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.35950825011045207: saframycin Mx1, but product identity is not assigned.
1135	atlas_context	dataset_family_atlas	6961	mix	FAM_00601	FAM_00601;FAM_01531	1	1		0	1	present	NRPS;mix	NRPS-like	1		1317	6	tier_3	Aspergillus_flavus_NRRL3357	UNLABELED	CP059869.1.region001	BGC37	NRPS	FAM_00601;FAM_01531	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3870092268014231: Orsellinic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_flavus_NRRL3357 CP059869.1.region001 represents BiG-SCAPE CC 6961 (FAM_00601) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3870092268014231: Orsellinic acid, but product identity is not assigned.
1136	atlas_context	dataset_family_atlas	86	mix	FAM_00242	FAM_00242;FAM_01444	1	1		0	1	present	NRPS;mix	NRPS-like	1		1318	6	tier_3	Mucor_lusitanicus_CBS_277.49	UNLABELED	AMYB01000003.1.region002	BGC3	NRPS	FAM_00242;FAM_01444	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3710849787994564: aspergillic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mucor_lusitanicus_CBS_277.49 AMYB01000003.1.region002 represents BiG-SCAPE CC 86 (FAM_00242) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3710849787994564: aspergillic acid, but product identity is not assigned.
1137	atlas_context	dataset_family_atlas	11459	mix	FAM_00845	FAM_00845;FAM_01601	1	1		0	1	present	NRPS;mix	NRPS-like	1		1319	6	tier_3	Talaromyces_marneffei_ATCC_18224	UNLABELED	DS995899.1.region002	BGC49	NRPS	FAM_00845;FAM_01601	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4038565849485305: KK-1			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Talaromyces_marneffei_ATCC_18224 DS995899.1.region002 represents BiG-SCAPE CC 11459 (FAM_00845) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4038565849485305: KK-1, but product identity is not assigned.
1138	atlas_context	dataset_family_atlas	16308	mix	FAM_01128	FAM_01128;FAM_01688	1	1		0	1	present	NRPS;mix	NRPS-like	1		1320	6	tier_3	Mycosarcoma_maydis_FBA	UNLABELED	JALBYH010000068.1.region001	BGC15	NRPS	FAM_01128;FAM_01688	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3769405083787142: LL-Z1272beta			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mycosarcoma_maydis_FBA JALBYH010000068.1.region001 represents BiG-SCAPE CC 16308 (FAM_01128) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3769405083787142: LL-Z1272beta, but product identity is not assigned.
1139	atlas_context	dataset_family_atlas	2442	mix	FAM_00362	FAM_00362;FAM_01472	1	1		0	1	present	NRPS;mix	NRPS-like	1		1321	6	tier_3	Aspergillus_niger	UNLABELED	NT_166519.1.region002	BGC46	NRPS	FAM_00362;FAM_01472	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.41939847474840547: PR-toxin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_niger NT_166519.1.region002 represents BiG-SCAPE CC 2442 (FAM_00362) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.41939847474840547: PR-toxin, but product identity is not assigned.
1140	atlas_context	dataset_family_atlas	9979	mix	FAM_00761	FAM_00761;FAM_01581	1	1		0	1	present	NRPS;mix	NRPS-like	1		1322	6	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NC_017852.1.region006	BGC48	NRPS	FAM_00761;FAM_01581	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3788925651441355: LL-Z1272beta			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Pyricularia_oryzae_70-15 NC_017852.1.region006 represents BiG-SCAPE CC 9979 (FAM_00761) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3788925651441355: LL-Z1272beta, but product identity is not assigned.
1141	atlas_context	dataset_family_atlas	9099	mix	FAM_00713	FAM_00713;FAM_01565	1	1		0	1	present	NRPS;mix	NRPS-like	1		1323	6	tier_3	Aspergillus_flavus_NRRL3357	UNLABELED	CP059873.1.region008	BGC104	NRPS	FAM_00713;FAM_01565	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5019965354783302: nonactin, monactin, dinactin, trinactin, tetranactin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_flavus_NRRL3357 CP059873.1.region008 represents BiG-SCAPE CC 9099 (FAM_00713) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5019965354783302: nonactin, monactin, dinactin, trinactin, tetranactin, but product identity is not assigned.
1142	atlas_context	dataset_family_atlas	1005	mix	FAM_00290	FAM_00290;FAM_01828	1	1		0	1	present	mix;terpene	terpene	1		1324	6	tier_3	Aspergillus_niger	UNLABELED	NT_166531.1.region001	BGC57	terpene	FAM_00290;FAM_01828	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5514237713734381: pimara-8(14),15-diene; FBGC00425 87.0: variediene		variediene	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Aspergillus_niger NT_166531.1.region001 represents BiG-SCAPE CC 1005 (FAM_00290) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5514237713734381: pimara-8(14),15-diene; FBGC00425 87.0: variediene, but product identity is not assigned.
1143	atlas_context	dataset_family_atlas	17460	mix	FAM_01193	FAM_01193;FAM_01704	1	1		0	1	present	NRPS;mix	NRPS-like	1		1325	6	tier_3	Rhizopus_delemar_RA_99-880	UNLABELED	NW_027137829.1.region001	BGC10	NRPS	FAM_01193;FAM_01704	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.305904714871161: guanipiperazine A, guanipiperazine B			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Rhizopus_delemar_RA_99-880 NW_027137829.1.region001 represents BiG-SCAPE CC 17460 (FAM_01193) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.305904714871161: guanipiperazine A, guanipiperazine B, but product identity is not assigned.
